Order Number,Placed On,Item SKU,Item Name,Product Category,Units,Rate (INR),Buyer Email,Ship City,Order Status,Returned On
707035,2023-02-22 12:53:39,SKU-2212,Product SKU-2212,Jewellery,5,344.65,buyer0162@example.com,Mumbai,DELIVERED,
707035,2023-02-22 12:53:39,SKU-2101,Product SKU-2101,Footwear,4,147.2,buyer0162@example.com,Mumbai,DELIVERED,
713462,2023-02-22 14:43:59,SKU-2011,Product SKU-2011,Apparel,2,543.33,buyer0028@example.com,Bengaluru,DELIVERED,
714307,2023-02-22 15:54:32,SKU-2403,Product SKU-2403,Kitchenware,2,257.28,buyer0687@example.com,Bengaluru,DELIVERED,
714307,2023-02-22 15:54:32,SKU-2404,Product SKU-2404,Kitchenware,7,277.96,buyer0687@example.com,Bengaluru,DELIVERED,
714307,2023-02-22 15:54:32,SKU-2415,Product SKU-2415,Kitchenware,2,869.03,buyer0687@example.com,Bengaluru,DELIVERED,
714307,2023-02-22 15:54:32,SKU-2423,Product SKU-2423,Kitchenware,1,834.5,buyer0687@example.com,Bengaluru,DELIVERED,
703226,2023-02-22 18:11:48,SKU-2220,Product SKU-2220,Jewellery,9,277.93,buyer0498@example.com,Mumbai,DELIVERED,
703226,2023-02-22 18:11:48,SKU-2214,Product SKU-2214,Jewellery,4,195.76,buyer0498@example.com,Mumbai,DELIVERED,
705516,2023-02-22 18:46:02,SKU-2112,Product SKU-2112,Footwear,8,144.86,buyer0260@example.com,Pune,DELIVERED,
705516,2023-02-22 18:46:02,SKU-2122,Product SKU-2122,Footwear,7,296.32,buyer0260@example.com,Pune,DELIVERED,
705516,2023-02-22 18:46:02,SKU-2115,Product SKU-2115,Footwear,7,201.5,buyer0260@example.com,Pune,DELIVERED,
705516,2023-02-22 18:46:02,SKU-2108,Product SKU-2108,Footwear,6,367.86,buyer0260@example.com,Pune,DELIVERED,
705516,2023-02-22 18:46:02,SKU-2121,Product SKU-2121,Footwear,9,611.04,buyer0260@example.com,Pune,DELIVERED,
705516,2023-02-22 18:46:02,SKU-2614,Product SKU-2614,Consumables,9,354.91,buyer0260@example.com,Pune,DELIVERED,
702136,2023-02-22 20:31:29,SKU-2021,Product SKU-2021,Apparel,8,340.69,buyer0654@example.com,Pune,DELIVERED,
702136,2023-02-22 20:31:29,SKU-2014,Product SKU-2014,Apparel,8,142.02,buyer0654@example.com,Pune,DELIVERED,
702136,2023-02-22 20:31:29,SKU-2023,Product SKU-2023,Apparel,8,494.07,buyer0654@example.com,Pune,DELIVERED,
702136,2023-02-22 20:31:29,SKU-2002,Product SKU-2002,Apparel,2,276.1,buyer0654@example.com,Pune,DELIVERED,
711290,2023-02-22 21:41:37,SKU-2622,Product SKU-2622,Consumables,9,607.04,buyer0552@example.com,Mumbai,DELIVERED,
711290,2023-02-22 21:41:37,SKU-2609,Product SKU-2609,Consumables,6,411.61,buyer0552@example.com,Mumbai,DELIVERED,
708398,2023-02-22 21:53:24,SKU-2314,Product SKU-2314,Home Decor,3,215.36,buyer0439@example.com,Mumbai,RETURNED,2023-04-16
708398,2023-02-22 21:53:24,SKU-2320,Product SKU-2320,Home Decor,7,419.04,buyer0439@example.com,Mumbai,RETURNED,2023-04-16
714919,2023-02-23 01:49:47,SKU-2515,Product SKU-2515,Stationery,8,354.38,buyer0050@example.com,Mumbai,RETURNED,2023-04-14
714919,2023-02-23 01:49:47,SKU-2507,Product SKU-2507,Stationery,2,444.69,buyer0050@example.com,Mumbai,RETURNED,2023-04-14
714919,2023-02-23 01:49:47,SKU-2516,Product SKU-2516,Stationery,7,353.57,buyer0050@example.com,Mumbai,RETURNED,2023-04-14
714919,2023-02-23 01:49:47,SKU-2518,Product SKU-2518,Stationery,2,341.13,buyer0050@example.com,Mumbai,RETURNED,2023-04-14
714919,2023-02-23 01:49:47,SKU-2523,Product SKU-2523,Stationery,2,1022.7,buyer0050@example.com,Mumbai,RETURNED,2023-04-14
704639,2023-02-23 04:11:01,SKU-2120,Product SKU-2120,Footwear,7,339.08,buyer0677@example.com,Mumbai,DELIVERED,
704639,2023-02-23 04:11:01,SKU-2114,Product SKU-2114,Footwear,1,214.02,buyer0677@example.com,Mumbai,DELIVERED,
704639,2023-02-23 04:11:01,SKU-2107,Product SKU-2107,Footwear,2,1020.67,buyer0677@example.com,Mumbai,DELIVERED,
704639,2023-02-23 04:11:01,SKU-2115,Product SKU-2115,Footwear,6,298.93,buyer0677@example.com,Mumbai,DELIVERED,
704639,2023-02-23 04:11:01,SKU-2613,Product SKU-2613,Consumables,8,203.38,buyer0677@example.com,Mumbai,DELIVERED,
701244,2023-02-23 04:52:50,SKU-2112,Product SKU-2112,Footwear,5,225.88,buyer0194@example.com,Mumbai,DELIVERED,
701244,2023-02-23 04:52:50,SKU-2119,Product SKU-2119,Footwear,7,162.97,buyer0194@example.com,Mumbai,DELIVERED,
701244,2023-02-23 04:52:50,SKU-2123,Product SKU-2123,Footwear,7,376.84,buyer0194@example.com,Mumbai,DELIVERED,
713932,2023-02-23 06:23:25,SKU-2601,Product SKU-2601,Consumables,2,208.29,buyer0411@example.com,Delhi,DELIVERED,
713932,2023-02-23 06:23:25,SKU-2605,Product SKU-2605,Consumables,8,892.37,buyer0411@example.com,Delhi,DELIVERED,
713932,2023-02-23 06:23:25,SKU-2301,Product SKU-2301,Home Decor,6,343.29,buyer0411@example.com,Delhi,DELIVERED,
710585,2023-02-23 06:40:47,SKU-2201,Product SKU-2201,Jewellery,4,98.51,buyer0569@example.com,Kolkata,RETURNED,2023-04-06
710585,2023-02-23 06:40:47,SKU-2222,Product SKU-2222,Jewellery,3,252.71,buyer0569@example.com,Kolkata,RETURNED,2023-04-06
714664,2023-02-23 06:53:56,SKU-2003,Product SKU-2003,Apparel,8,885.41,buyer0663@example.com,Kolkata,DELIVERED,
714664,2023-02-23 06:53:56,SKU-2000,Product SKU-2000,Apparel,1,804.94,buyer0663@example.com,Kolkata,DELIVERED,
714664,2023-02-23 06:53:56,SKU-2007,Product SKU-2007,Apparel,4,500.95,buyer0663@example.com,Kolkata,DELIVERED,
714664,2023-02-23 06:53:56,SKU-2005,Product SKU-2005,Apparel,9,622.42,buyer0663@example.com,Kolkata,DELIVERED,
714664,2023-02-23 06:53:56,SKU-2001,Product SKU-2001,Apparel,9,346.9,buyer0663@example.com,Kolkata,DELIVERED,
714664,2023-02-23 06:53:56,SKU-2016,Product SKU-2016,Apparel,5,272.79,buyer0663@example.com,Kolkata,DELIVERED,
711095,2023-02-23 07:16:56,SKU-2110,Product SKU-2110,Footwear,9,274.55,buyer0633@example.com,Mumbai,RETURNED,2023-03-09
711095,2023-02-23 07:16:56,SKU-2120,Product SKU-2120,Footwear,4,209.66,buyer0633@example.com,Mumbai,RETURNED,2023-03-09
702787,2023-02-23 08:01:55,SKU-2614,Product SKU-2614,Consumables,7,423.89,buyer0241@example.com,Bengaluru,DELIVERED,
702787,2023-02-23 08:01:55,SKU-2623,Product SKU-2623,Consumables,6,214.89,buyer0241@example.com,Bengaluru,DELIVERED,
702787,2023-02-23 08:01:55,SKU-2208,Product SKU-2208,Jewellery,5,250.49,buyer0241@example.com,Bengaluru,DELIVERED,
704529,2023-02-23 08:45:40,SKU-2013,Product SKU-2013,Apparel,9,476.11,buyer0115@example.com,Pune,DELIVERED,
704529,2023-02-23 08:45:40,SKU-2002,Product SKU-2002,Apparel,9,384.88,buyer0115@example.com,Pune,DELIVERED,
704529,2023-02-23 08:45:40,SKU-2019,Product SKU-2019,Apparel,2,155.25,buyer0115@example.com,Pune,DELIVERED,
715297,2023-02-23 12:06:02,SKU-2300,Product SKU-2300,Home Decor,5,482.48,buyer0606@example.com,Chennai,DELIVERED,
715297,2023-02-23 12:06:02,SKU-2320,Product SKU-2320,Home Decor,3,553.97,buyer0606@example.com,Chennai,DELIVERED,
715297,2023-02-23 12:06:02,SKU-2304,Product SKU-2304,Home Decor,6,180.17,buyer0606@example.com,Chennai,DELIVERED,
703481,2023-02-23 12:34:49,SKU-2320,Product SKU-2320,Home Decor,5,657.4,buyer0535@example.com,Hyderabad,DELIVERED,
703481,2023-02-23 12:34:49,SKU-2223,Product SKU-2223,Jewellery,9,710.78,buyer0535@example.com,Hyderabad,DELIVERED,
706839,2023-02-23 13:21:21,SKU-2121,Product SKU-2121,Footwear,5,332.19,buyer0154@example.com,Mumbai,DELIVERED,
706839,2023-02-23 13:21:21,SKU-2119,Product SKU-2119,Footwear,4,56.82,buyer0154@example.com,Mumbai,DELIVERED,
706839,2023-02-23 13:21:21,SKU-2123,Product SKU-2123,Footwear,7,131.38,buyer0154@example.com,Mumbai,DELIVERED,
713945,2023-02-23 13:26:17,SKU-2020,Product SKU-2020,Apparel,2,501.15,buyer0470@example.com,Chennai,DELIVERED,
713945,2023-02-23 13:26:17,SKU-2021,Product SKU-2021,Apparel,2,401.07,buyer0470@example.com,Chennai,DELIVERED,
713945,2023-02-23 13:26:17,SKU-2023,Product SKU-2023,Apparel,1,581.63,buyer0470@example.com,Chennai,DELIVERED,
713945,2023-02-23 13:26:17,SKU-2012,Product SKU-2012,Apparel,2,569.61,buyer0470@example.com,Chennai,DELIVERED,
713945,2023-02-23 13:26:17,SKU-2321,Product SKU-2321,Home Decor,6,428.23,buyer0470@example.com,Chennai,DELIVERED,
709355,2023-02-23 15:51:15,SKU-2212,Product SKU-2212,Jewellery,6,484.0,buyer0059@example.com,Chennai,DELIVERED,
709355,2023-02-23 15:51:15,SKU-2200,Product SKU-2200,Jewellery,4,457.19,buyer0059@example.com,Chennai,DELIVERED,
709355,2023-02-23 15:51:15,SKU-2215,Product SKU-2215,Jewellery,7,352.12,buyer0059@example.com,Chennai,DELIVERED,
702324,2023-02-23 16:10:44,SKU-2313,Product SKU-2313,Home Decor,6,422.01,buyer0309@example.com,Mumbai,DELIVERED,
702324,2023-02-23 16:10:44,SKU-2307,Product SKU-2307,Home Decor,6,311.75,buyer0309@example.com,Mumbai,DELIVERED,
702324,2023-02-23 16:10:44,SKU-2318,Product SKU-2318,Home Decor,3,153.0,buyer0309@example.com,Mumbai,DELIVERED,
702324,2023-02-23 16:10:44,SKU-2309,Product SKU-2309,Home Decor,6,130.1,buyer0309@example.com,Mumbai,DELIVERED,
702324,2023-02-23 16:10:44,SKU-2306,Product SKU-2306,Home Decor,8,501.41,buyer0309@example.com,Mumbai,DELIVERED,
702324,2023-02-23 16:10:44,SKU-2301,Product SKU-2301,Home Decor,5,217.91,buyer0309@example.com,Mumbai,DELIVERED,
706284,2023-02-23 16:20:39,SKU-2501,Product SKU-2501,Stationery,4,595.23,buyer0532@example.com,Pune,DELIVERED,
706284,2023-02-23 16:20:39,SKU-2513,Product SKU-2513,Stationery,7,456.63,buyer0532@example.com,Pune,DELIVERED,
706284,2023-02-23 16:20:39,SKU-2512,Product SKU-2512,Stationery,3,440.7,buyer0532@example.com,Pune,DELIVERED,
706284,2023-02-23 16:20:39,SKU-2509,Product SKU-2509,Stationery,3,183.35,buyer0532@example.com,Pune,DELIVERED,
706284,2023-02-23 16:20:39,SKU-2520,Product SKU-2520,Stationery,9,356.37,buyer0532@example.com,Pune,DELIVERED,
706316,2023-02-23 18:27:34,SKU-2018,Product SKU-2018,Apparel,8,192.61,buyer0159@example.com,Pune,RETURNED,2023-03-23
706316,2023-02-23 18:27:34,SKU-2006,Product SKU-2006,Apparel,5,564.24,buyer0159@example.com,Pune,RETURNED,2023-03-23
706316,2023-02-23 18:27:34,SKU-2003,Product SKU-2003,Apparel,8,860.12,buyer0159@example.com,Pune,RETURNED,2023-03-23
706316,2023-02-23 18:27:34,SKU-2020,Product SKU-2020,Apparel,3,591.89,buyer0159@example.com,Pune,RETURNED,2023-03-23
705808,2023-02-23 18:31:26,SKU-2209,Product SKU-2209,Jewellery,1,466.28,buyer0351@example.com,Mumbai,DELIVERED,
705808,2023-02-23 18:31:26,SKU-2205,Product SKU-2205,Jewellery,9,413.9,buyer0351@example.com,Mumbai,DELIVERED,
705808,2023-02-23 18:31:26,SKU-2201,Product SKU-2201,Jewellery,6,123.17,buyer0351@example.com,Mumbai,DELIVERED,
705808,2023-02-23 18:31:26,SKU-2211,Product SKU-2211,Jewellery,6,309.6,buyer0351@example.com,Mumbai,DELIVERED,
705808,2023-02-23 18:31:26,SKU-2220,Product SKU-2220,Jewellery,4,431.81,buyer0351@example.com,Mumbai,DELIVERED,
705808,2023-02-23 18:31:26,SKU-2212,Product SKU-2212,Jewellery,8,340.66,buyer0351@example.com,Mumbai,DELIVERED,
713202,2023-02-23 19:24:00,SKU-2112,Product SKU-2112,Footwear,4,176.38,buyer0404@example.com,Mumbai,DELIVERED,
713202,2023-02-23 19:24:00,SKU-2117,Product SKU-2117,Footwear,7,423.96,buyer0404@example.com,Mumbai,DELIVERED,
702104,2023-02-23 19:44:43,SKU-2011,Product SKU-2011,Apparel,4,710.17,buyer0075@example.com,Chennai,DELIVERED,
710723,2023-02-23 20:05:06,SKU-2200,Product SKU-2200,Jewellery,4,399.2,buyer0069@example.com,Bengaluru,RETURNED,2023-03-03
710723,2023-02-23 20:05:06,SKU-2221,Product SKU-2221,Jewellery,9,456.76,buyer0069@example.com,Bengaluru,RETURNED,2023-03-03
710723,2023-02-23 20:05:06,SKU-2213,Product SKU-2213,Jewellery,6,661.48,buyer0069@example.com,Bengaluru,RETURNED,2023-03-03
710723,2023-02-23 20:05:06,SKU-2205,Product SKU-2205,Jewellery,3,513.46,buyer0069@example.com,Bengaluru,RETURNED,2023-03-03
710723,2023-02-23 20:05:06,SKU-2220,Product SKU-2220,Jewellery,9,535.67,buyer0069@example.com,Bengaluru,RETURNED,2023-03-03
711848,2023-02-23 20:19:49,SKU-2109,Product SKU-2109,Footwear,2,209.08,buyer0588@example.com,Chennai,DELIVERED,
711848,2023-02-23 20:19:49,SKU-2117,Product SKU-2117,Footwear,6,344.62,buyer0588@example.com,Chennai,DELIVERED,
705809,2023-02-23 21:19:05,SKU-2005,Product SKU-2005,Apparel,4,569.78,buyer0658@example.com,Mumbai,RETURNED,2023-03-18
708665,2023-02-23 21:59:22,SKU-2020,Product SKU-2020,Apparel,4,573.96,buyer0282@example.com,Mumbai,RETURNED,2023-03-30
708665,2023-02-23 21:59:22,SKU-2014,Product SKU-2014,Apparel,9,191.48,buyer0282@example.com,Mumbai,RETURNED,2023-03-30
708665,2023-02-23 21:59:22,SKU-2001,Product SKU-2001,Apparel,5,326.78,buyer0282@example.com,Mumbai,RETURNED,2023-03-30
708665,2023-02-23 21:59:22,SKU-2002,Product SKU-2002,Apparel,8,372.25,buyer0282@example.com,Mumbai,RETURNED,2023-03-30
708665,2023-02-23 21:59:22,SKU-2016,Product SKU-2016,Apparel,3,256.97,buyer0282@example.com,Mumbai,RETURNED,2023-03-30
711494,2023-02-23 22:23:47,SKU-2603,Product SKU-2603,Consumables,9,375.43,buyer0289@example.com,Mumbai,DELIVERED,
711494,2023-02-23 22:23:47,SKU-2621,Product SKU-2621,Consumables,6,365.91,buyer0289@example.com,Mumbai,DELIVERED,
711494,2023-02-23 22:23:47,SKU-2609,Product SKU-2609,Consumables,8,448.35,buyer0289@example.com,Mumbai,DELIVERED,
711494,2023-02-23 22:23:47,SKU-2623,Product SKU-2623,Consumables,4,258.96,buyer0289@example.com,Mumbai,DELIVERED,
711494,2023-02-23 22:23:47,SKU-2604,Product SKU-2604,Consumables,6,357.79,buyer0289@example.com,Mumbai,DELIVERED,
704061,2023-02-23 22:34:59,SKU-2218,Product SKU-2218,Jewellery,1,216.8,buyer0343@example.com,Hyderabad,DELIVERED,
704061,2023-02-23 22:34:59,SKU-2208,Product SKU-2208,Jewellery,6,327.73,buyer0343@example.com,Hyderabad,DELIVERED,
710874,2023-02-23 23:40:04,SKU-2105,Product SKU-2105,Footwear,6,341.88,buyer0589@example.com,Delhi,RETURNED,2023-03-31
710874,2023-02-23 23:40:04,SKU-2103,Product SKU-2103,Footwear,3,151.85,buyer0589@example.com,Delhi,RETURNED,2023-03-31
710874,2023-02-23 23:40:04,SKU-2117,Product SKU-2117,Footwear,1,332.67,buyer0589@example.com,Delhi,RETURNED,2023-03-31
710874,2023-02-23 23:40:04,SKU-2110,Product SKU-2110,Footwear,7,285.98,buyer0589@example.com,Delhi,RETURNED,2023-03-31
710874,2023-02-23 23:40:04,SKU-2111,Product SKU-2111,Footwear,7,231.14,buyer0589@example.com,Delhi,RETURNED,2023-03-31
710874,2023-02-23 23:40:04,SKU-2114,Product SKU-2114,Footwear,4,137.84,buyer0589@example.com,Delhi,RETURNED,2023-03-31
704496,2023-02-23 23:49:44,SKU-2500,Product SKU-2500,Stationery,4,153.47,buyer0180@example.com,Mumbai,DELIVERED,
704496,2023-02-23 23:49:44,SKU-2516,Product SKU-2516,Stationery,8,462.39,buyer0180@example.com,Mumbai,DELIVERED,
704496,2023-02-23 23:49:44,SKU-2504,Product SKU-2504,Stationery,9,558.93,buyer0180@example.com,Mumbai,DELIVERED,
704496,2023-02-23 23:49:44,SKU-2621,Product SKU-2621,Consumables,7,382.35,buyer0180@example.com,Mumbai,DELIVERED,
709410,2023-02-24 00:36:08,SKU-2404,Product SKU-2404,Kitchenware,2,332.52,buyer0634@example.com,Chennai,DELIVERED,
709410,2023-02-24 00:36:08,SKU-2408,Product SKU-2408,Kitchenware,8,397.84,buyer0634@example.com,Chennai,DELIVERED,
712343,2023-02-24 00:49:41,SKU-2012,Product SKU-2012,Apparel,1,497.52,buyer0361@example.com,Mumbai,RETURNED,2023-03-08
712343,2023-02-24 00:49:41,SKU-2001,Product SKU-2001,Apparel,1,249.21,buyer0361@example.com,Mumbai,RETURNED,2023-03-08
712343,2023-02-24 00:49:41,SKU-2310,Product SKU-2310,Home Decor,1,241.93,buyer0361@example.com,Mumbai,RETURNED,2023-03-08
715580,2023-02-24 04:47:27,SKU-2104,Product SKU-2104,Footwear,2,83.91,buyer0215@example.com,Mumbai,DELIVERED,
715580,2023-02-24 04:47:27,SKU-2106,Product SKU-2106,Footwear,4,76.96,buyer0215@example.com,Mumbai,DELIVERED,
715580,2023-02-24 04:47:27,SKU-2105,Product SKU-2105,Footwear,7,224.72,buyer0215@example.com,Mumbai,DELIVERED,
715580,2023-02-24 04:47:27,SKU-2108,Product SKU-2108,Footwear,8,231.03,buyer0215@example.com,Mumbai,DELIVERED,
715580,2023-02-24 04:47:27,SKU-2109,Product SKU-2109,Footwear,9,132.67,buyer0215@example.com,Mumbai,DELIVERED,
715969,2023-02-24 04:59:43,SKU-2315,Product SKU-2315,Home Decor,3,555.65,buyer0279@example.com,Pune,RETURNED,2023-03-03
715969,2023-02-24 04:59:43,SKU-2316,Product SKU-2316,Home Decor,6,232.74,buyer0279@example.com,Pune,RETURNED,2023-03-03
715969,2023-02-24 04:59:43,SKU-2301,Product SKU-2301,Home Decor,4,346.42,buyer0279@example.com,Pune,RETURNED,2023-03-03
715969,2023-02-24 04:59:43,SKU-2314,Product SKU-2314,Home Decor,9,327.25,buyer0279@example.com,Pune,RETURNED,2023-03-03
715969,2023-02-24 04:59:43,SKU-2317,Product SKU-2317,Home Decor,6,239.77,buyer0279@example.com,Pune,RETURNED,2023-03-03
712070,2023-02-24 06:24:56,SKU-2602,Product SKU-2602,Consumables,3,203.4,buyer0102@example.com,Chennai,RETURNED,2023-03-27
712070,2023-02-24 06:24:56,SKU-2603,Product SKU-2603,Consumables,3,253.51,buyer0102@example.com,Chennai,RETURNED,2023-03-27
712070,2023-02-24 06:24:56,SKU-2610,Product SKU-2610,Consumables,5,443.68,buyer0102@example.com,Chennai,RETURNED,2023-03-27
712070,2023-02-24 06:24:56,SKU-2607,Product SKU-2607,Consumables,6,529.38,buyer0102@example.com,Chennai,RETURNED,2023-03-27
712070,2023-02-24 06:24:56,SKU-2604,Product SKU-2604,Consumables,4,241.6,buyer0102@example.com,Chennai,RETURNED,2023-03-27
705492,2023-02-24 06:26:07,SKU-2504,Product SKU-2504,Stationery,6,545.42,buyer0686@example.com,Mumbai,DELIVERED,
705492,2023-02-24 06:26:07,SKU-2508,Product SKU-2508,Stationery,6,492.02,buyer0686@example.com,Mumbai,DELIVERED,
705492,2023-02-24 06:26:07,SKU-2521,Product SKU-2521,Stationery,9,240.51,buyer0686@example.com,Mumbai,DELIVERED,
705492,2023-02-24 06:26:07,SKU-2501,Product SKU-2501,Stationery,3,755.15,buyer0686@example.com,Mumbai,DELIVERED,
705492,2023-02-24 06:26:07,SKU-2518,Product SKU-2518,Stationery,8,435.34,buyer0686@example.com,Mumbai,DELIVERED,
705492,2023-02-24 06:26:07,SKU-2506,Product SKU-2506,Stationery,1,1087.3,buyer0686@example.com,Mumbai,DELIVERED,
704010,2023-02-24 07:09:25,SKU-2213,Product SKU-2213,Jewellery,6,470.99,buyer0585@example.com,Hyderabad,DELIVERED,
710789,2023-02-24 07:51:57,SKU-2620,Product SKU-2620,Consumables,5,313.86,buyer0144@example.com,Kolkata,DELIVERED,
701164,2023-02-24 08:23:11,SKU-2316,Product SKU-2316,Home Decor,5,245.58,buyer0591@example.com,Chennai,DELIVERED,
700434,2023-02-24 09:33:53,SKU-2014,Product SKU-2014,Apparel,1,195.24,buyer0506@example.com,Mumbai,DELIVERED,
700434,2023-02-24 09:33:53,SKU-2004,Product SKU-2004,Apparel,7,363.54,buyer0506@example.com,Mumbai,DELIVERED,
700434,2023-02-24 09:33:53,SKU-2006,Product SKU-2006,Apparel,8,557.91,buyer0506@example.com,Mumbai,DELIVERED,
700434,2023-02-24 09:33:53,SKU-2313,Product SKU-2313,Home Decor,4,573.22,buyer0506@example.com,Mumbai,DELIVERED,
701481,2023-02-24 10:47:48,SKU-2305,Product SKU-2305,Home Decor,5,501.37,buyer0681@example.com,Mumbai,DELIVERED,
706287,2023-02-24 11:12:07,SKU-2407,Product SKU-2407,Kitchenware,7,161.67,buyer0621@example.com,Mumbai,RETURNED,2023-04-13
704255,2023-02-24 12:13:05,SKU-2523,Product SKU-2523,Stationery,8,1427.93,buyer0334@example.com,Mumbai,DELIVERED,
704255,2023-02-24 12:13:05,SKU-2508,Product SKU-2508,Stationery,9,538.31,buyer0334@example.com,Mumbai,DELIVERED,
710505,2023-02-24 12:15:40,SKU-2521,Product SKU-2521,Stationery,7,119.03,buyer0264@example.com,Pune,DELIVERED,
710505,2023-02-24 12:15:40,SKU-2517,Product SKU-2517,Stationery,3,378.46,buyer0264@example.com,Pune,DELIVERED,
710505,2023-02-24 12:15:40,SKU-2518,Product SKU-2518,Stationery,1,215.45,buyer0264@example.com,Pune,DELIVERED,
715434,2023-02-24 13:01:34,SKU-2001,Product SKU-2001,Apparel,8,338.31,buyer0548@example.com,Mumbai,DELIVERED,
715434,2023-02-24 13:01:34,SKU-2010,Product SKU-2010,Apparel,2,350.39,buyer0548@example.com,Mumbai,DELIVERED,
715434,2023-02-24 13:01:34,SKU-2018,Product SKU-2018,Apparel,6,193.37,buyer0548@example.com,Mumbai,DELIVERED,
715434,2023-02-24 13:01:34,SKU-2020,Product SKU-2020,Apparel,7,594.22,buyer0548@example.com,Mumbai,DELIVERED,
715434,2023-02-24 13:01:34,SKU-2218,Product SKU-2218,Jewellery,4,175.14,buyer0548@example.com,Mumbai,DELIVERED,
705586,2023-02-24 14:34:13,SKU-2200,Product SKU-2200,Jewellery,5,339.32,buyer0211@example.com,Mumbai,DELIVERED,
705586,2023-02-24 14:34:13,SKU-2202,Product SKU-2202,Jewellery,3,618.67,buyer0211@example.com,Mumbai,DELIVERED,
705586,2023-02-24 14:34:13,SKU-2221,Product SKU-2221,Jewellery,7,388.25,buyer0211@example.com,Mumbai,DELIVERED,
705586,2023-02-24 14:34:13,SKU-2215,Product SKU-2215,Jewellery,9,261.34,buyer0211@example.com,Mumbai,DELIVERED,
705586,2023-02-24 14:34:13,SKU-2211,Product SKU-2211,Jewellery,7,326.46,buyer0211@example.com,Mumbai,DELIVERED,
705586,2023-02-24 14:34:13,SKU-2216,Product SKU-2216,Jewellery,5,689.25,buyer0211@example.com,Mumbai,DELIVERED,
704913,2023-02-24 15:14:33,SKU-2519,Product SKU-2519,Stationery,1,641.64,buyer0421@example.com,Kolkata,DELIVERED,
704913,2023-02-24 15:14:33,SKU-2509,Product SKU-2509,Stationery,8,199.08,buyer0421@example.com,Kolkata,DELIVERED,
707756,2023-02-24 15:33:02,SKU-2404,Product SKU-2404,Kitchenware,4,273.93,buyer0404@example.com,Mumbai,DELIVERED,
707756,2023-02-24 15:33:02,SKU-2418,Product SKU-2418,Kitchenware,3,635.61,buyer0404@example.com,Mumbai,DELIVERED,
700560,2023-02-24 16:04:51,SKU-2611,Product SKU-2611,Consumables,4,116.11,buyer0130@example.com,Mumbai,DELIVERED,
700560,2023-02-24 16:04:51,SKU-2610,Product SKU-2610,Consumables,6,581.98,buyer0130@example.com,Mumbai,DELIVERED,
700560,2023-02-24 16:04:51,SKU-2620,Product SKU-2620,Consumables,1,337.04,buyer0130@example.com,Mumbai,DELIVERED,
700560,2023-02-24 16:04:51,SKU-2612,Product SKU-2612,Consumables,6,270.12,buyer0130@example.com,Mumbai,DELIVERED,
700560,2023-02-24 16:04:51,SKU-2615,Product SKU-2615,Consumables,1,175.41,buyer0130@example.com,Mumbai,DELIVERED,
700560,2023-02-24 16:04:51,SKU-2600,Product SKU-2600,Consumables,8,276.24,buyer0130@example.com,Mumbai,DELIVERED,
711280,2023-02-24 16:29:03,SKU-2503,Product SKU-2503,Stationery,4,409.48,buyer0256@example.com,Hyderabad,DELIVERED,
711280,2023-02-24 16:29:03,SKU-2523,Product SKU-2523,Stationery,4,963.1,buyer0256@example.com,Hyderabad,DELIVERED,
711280,2023-02-24 16:29:03,SKU-2507,Product SKU-2507,Stationery,4,418.77,buyer0256@example.com,Hyderabad,DELIVERED,
711280,2023-02-24 16:29:03,SKU-2510,Product SKU-2510,Stationery,7,752.38,buyer0256@example.com,Hyderabad,DELIVERED,
711280,2023-02-24 16:29:03,SKU-2515,Product SKU-2515,Stationery,7,333.73,buyer0256@example.com,Hyderabad,DELIVERED,
711280,2023-02-24 16:29:03,SKU-2519,Product SKU-2519,Stationery,4,553.23,buyer0256@example.com,Hyderabad,DELIVERED,
702660,2023-02-24 19:13:16,SKU-2610,Product SKU-2610,Consumables,4,557.58,buyer0294@example.com,Chennai,DELIVERED,
707279,2023-02-24 19:30:59,SKU-2306,Product SKU-2306,Home Decor,8,746.05,buyer0294@example.com,Chennai,RETURNED,2023-03-12
707279,2023-02-24 19:30:59,SKU-2303,Product SKU-2303,Home Decor,7,474.14,buyer0294@example.com,Chennai,RETURNED,2023-03-12
707279,2023-02-24 19:30:59,SKU-2301,Product SKU-2301,Home Decor,6,324.24,buyer0294@example.com,Chennai,RETURNED,2023-03-12
707279,2023-02-24 19:30:59,SKU-2305,Product SKU-2305,Home Decor,9,655.26,buyer0294@example.com,Chennai,RETURNED,2023-03-12
707279,2023-02-24 19:30:59,SKU-2305,Product SKU-2305,Home Decor,3,655.26,buyer0294@example.com,Chennai,RETURNED,2023-03-12
710995,2023-02-24 23:14:09,SKU-2522,Product SKU-2522,Stationery,4,354.3,buyer0689@example.com,Delhi,RETURNED,2023-03-13
710995,2023-02-24 23:14:09,SKU-2517,Product SKU-2517,Stationery,5,611.95,buyer0689@example.com,Delhi,RETURNED,2023-03-13
710995,2023-02-24 23:14:09,SKU-2510,Product SKU-2510,Stationery,8,815.89,buyer0689@example.com,Delhi,RETURNED,2023-03-13
701260,2023-02-24 23:16:14,SKU-2111,Product SKU-2111,Footwear,7,301.12,buyer0500@example.com,Mumbai,RETURNED,2023-04-09
701260,2023-02-24 23:16:14,SKU-2113,Product SKU-2113,Footwear,3,1081.25,buyer0500@example.com,Mumbai,RETURNED,2023-04-09
